beverage_id,beverage_name,type,category,skill_level,prep_time_min,total_time_min,equipment,ingredients,instructions
2316,Asian Rum Cocktail 2316,Cocktail,Cocktail,Beginner,14,22,Blender,"rum:67g,lime juice:228ml,lemon juice:198ml,basil:20g,mint:7g",Prepare the glassware for the asian rum cocktail 2316|Combine rum with lime juice and lemon juice|Add basil and mint and mix until balanced|Finish using Blender|Serve the asian rum cocktail 2316 immediately
2317,Global Coconut Water Mocktail 2317,Mocktail,Mocktail,Beginner,12,13,Blender,"coconut water:102ml,ginger:14g,rose syrup:38ml,strawberry:24g,mango:147g",Prepare the glassware for the global coconut water mocktail 2317|Combine coconut water with ginger and rose syrup|Add strawberry and mango and mix until balanced|Finish using Blender|Serve the global coconut water mocktail 2317 immediately
2318,Nordic Instant Coffee Coffee 2318,Coffee,Coffee,Intermediate,19,27,Espresso Machine,"instant coffee:155ml,milk:145ml,oat milk:195ml,cardamom:6g,vanilla syrup:230ml",Prepare the glassware for the nordic instant coffee coffee 2318|Combine instant coffee with milk and oat milk|Add cardamom and vanilla syrup and mix until balanced|Finish using Espresso Machine|Serve the nordic instant coffee coffee 2318 immediately
2319,Japanese Oolong Tea Tea 2319,Tea,Tea,Beginner,7,18,,"oolong tea:48ml,lemon juice:206ml,hot water:71ml,orange peel:85g,rose petals:73g",Prepare the glassware for the japanese oolong tea tea 2319|Combine oolong tea with lemon juice and hot water|Add orange peel and rose petals and mix until balanced|Finish using a serving glass|Serve the japanese oolong tea tea 2319 immediately
2320,African Almond Milk Smoothie 2320,Smoothie,Smoothie,Intermediate,20,20,Blender,"almond milk:291ml,mango:172g,pineapple:71g,ginger:4g,peanut butter:89g",Prepare the glassware for the african almond milk smoothie 2320|Combine almond milk with mango and pineapple|Add ginger and peanut butter and mix until balanced|Finish using Blender|Serve the african almond milk smoothie 2320 immediately
2321,Nordic Tequila Cocktail 2321,Cocktail,Cocktail,Pro,15,22,,"tequila:83g,ginger beer:7g,soda water:161ml,berry syrup:51ml,mint:4g",Prepare the glassware for the nordic tequila cocktail 2321|Combine tequila with ginger beer and soda water|Add berry syrup and mint and mix until balanced|Finish using a serving glass|Serve the nordic tequila cocktail 2321 immediately
2322,Middle Eastern Coconut Water Mocktail 2322,Mocktail,Mocktail,Beginner,14,28,Stove,"coconut water:164ml,lime juice:152ml,mint:8g,watermelon:276ml,pomegranate:41g",Prepare the glassware for the middle eastern coconut water mocktail 2322|Combine coconut water with lime juice and mint|Add watermelon and pomegranate and mix until balanced|Finish using Stove|Serve the middle eastern coconut water mocktail 2322 immediately
2323,Latin Espresso Coffee 2323,Coffee,Coffee,Beginner,12,14,,"espresso:40ml,water:265ml,almond milk:184ml,brown sugar:19g,ice:158g",Prepare the glassware for the latin espresso coffee 2323|Combine espresso with water and almond milk|Add brown sugar and ice and mix until balanced|Finish using a serving glass|Serve the latin espresso coffee 2323 immediately
2324,Japanese Green Tea Tea 2324,Tea,Tea,Beginner,7,20,Stove,"green tea:41ml,honey:61g,hot water:102ml,cardamom:20g,rose petals:86g",Prepare the glassware for the japanese green tea tea 2324|Combine green tea with honey and hot water|Add cardamom and rose petals and mix until balanced|Finish using Stove|Serve the japanese green tea tea 2324 immediately
2325,Asian Yogurt Smoothie 2325,Smoothie,Smoothie,Intermediate,20,32,Blender,"yogurt:25g,mango:162g,oats:19g,ginger:4g,mint:11g",Prepare the glassware for the asian yogurt smoothie 2325|Combine yogurt with mango and oats|Add ginger and mint and mix until balanced|Finish using Blender|Serve the asian yogurt smoothie 2325 immediately
2326,Asian Vodka Cocktail 2326,Cocktail,Cocktail,Beginner,20,32,"Blender,Stove","vodka:84g,ginger beer:6g,lime juice:71ml,mint:3g,berry syrup:110ml","Prepare the glassware for the asian vodka cocktail 2326|Combine vodka with ginger beer and lime juice|Add mint and berry syrup and mix until balanced|Finish using Blender, Stove|Serve the asian vodka cocktail 2326 immediately"
2327,Indian Pineapple Juice Mocktail 2327,Mocktail,Mocktail,Beginner,13,28,,"pineapple juice:284ml,lemon juice:34ml,lime juice:238ml,cucumber:125g,watermelon:118ml",Prepare the glassware for the indian pineapple juice mocktail 2327|Combine pineapple juice with lemon juice and lime juice|Add cucumber and watermelon and mix until balanced|Finish using a serving glass|Serve the indian pineapple juice mocktail 2327 immediately
2328,Italian Drip Coffee Coffee 2328,Coffee,Coffee,Intermediate,17,29,Blender,"drip coffee:97ml,oat milk:184ml,milk:82ml,cardamom:2g,ice:62g",Prepare the glassware for the italian drip coffee coffee 2328|Combine drip coffee with oat milk and milk|Add cardamom and ice and mix until balanced|Finish using Blender|Serve the italian drip coffee coffee 2328 immediately
2329,Indian Matcha Powder Tea 2329,Tea,Tea,Intermediate,9,9,Stove,"matcha powder:56g,honey:20g,mint:5g,ice:55g,ginger:14g",Prepare the glassware for the indian matcha powder tea 2329|Combine matcha powder with honey and mint|Add ice and ginger and mix until balanced|Finish using Stove|Serve the indian matcha powder tea 2329 immediately
2330,Tropical Milk Smoothie 2330,Smoothie,Smoothie,Intermediate,12,17,Blender,"milk:72ml,pineapple:179g,mango:36g,honey:90g,ginger:10g",Prepare the glassware for the tropical milk smoothie 2330|Combine milk with pineapple and mango|Add honey and ginger and mix until balanced|Finish using Blender|Serve the tropical milk smoothie 2330 immediately
2331,Tropical Gin Cocktail 2331,Cocktail,Cocktail,Beginner,15,19,,"gin:13g,soda water:142ml,ginger beer:17g,basil:12g,cucumber:37g",Prepare the glassware for the tropical gin cocktail 2331|Combine gin with soda water and ginger beer|Add basil and cucumber and mix until balanced|Finish using a serving glass|Serve the tropical gin cocktail 2331 immediately
2332,Indian Orange Juice Mocktail 2332,Mocktail,Mocktail,Intermediate,15,27,Stove,"orange juice:222ml,ginger:7g,lemon juice:74ml,cucumber:210g,basil:15g",Prepare the glassware for the indian orange juice mocktail 2332|Combine orange juice with ginger and lemon juice|Add cucumber and basil and mix until balanced|Finish using Stove|Serve the indian orange juice mocktail 2332 immediately
2333,Italian Drip Coffee Coffee 2333,Coffee,Coffee,Intermediate,11,22,Espresso Machine,"drip coffee:159ml,oat milk:67ml,milk:101ml,ice:118g,vanilla syrup:183ml",Prepare the glassware for the italian drip coffee coffee 2333|Combine drip coffee with oat milk and milk|Add ice and vanilla syrup and mix until balanced|Finish using Espresso Machine|Serve the italian drip coffee coffee 2333 immediately
2334,Chinese Oolong Tea Tea 2334,Tea,Tea,Beginner,12,15,Stove,"oolong tea:84ml,milk:92ml,hot water:200ml,cardamom:7g,ice:94g",Prepare the glassware for the chinese oolong tea tea 2334|Combine oolong tea with milk and hot water|Add cardamom and ice and mix until balanced|Finish using Stove|Serve the chinese oolong tea tea 2334 immediately
2335,Mediterranean Coconut Water Smoothie 2335,Smoothie,Smoothie,Intermediate,16,25,Blender,"coconut water:290ml,pineapple:111g,banana:113g,mint:20g,honey:14g",Prepare the glassware for the mediterranean coconut water smoothie 2335|Combine coconut water with pineapple and banana|Add mint and honey and mix until balanced|Finish using Blender|Serve the mediterranean coconut water smoothie 2335 immediately
2336,Tropical Tequila Cocktail 2336,Cocktail,Cocktail,Pro,17,25,"Blender,Stove","tequila:36g,lemon juice:84ml,ginger beer:7g,basil:20g,cucumber:147g","Prepare the glassware for the tropical tequila cocktail 2336|Combine tequila with lemon juice and ginger beer|Add basil and cucumber and mix until balanced|Finish using Blender, Stove|Serve the tropical tequila cocktail 2336 immediately"
2337,Caribbean Pineapple Juice Mocktail 2337,Mocktail,Mocktail,Beginner,9,15,Blender,"pineapple juice:84ml,honey:61g,rose syrup:71ml,strawberry:60g,pomegranate:89g",Prepare the glassware for the caribbean pineapple juice mocktail 2337|Combine pineapple juice with honey and rose syrup|Add strawberry and pomegranate and mix until balanced|Finish using Blender|Serve the caribbean pineapple juice mocktail 2337 immediately
2338,Nordic Espresso Coffee 2338,Coffee,Coffee,Intermediate,9,23,Espresso Machine,"espresso:244ml,water:45ml,condensed milk:169ml,brown sugar:68g,cardamom:15g",Prepare the glassware for the nordic espresso coffee 2338|Combine espresso with water and condensed milk|Add brown sugar and cardamom and mix until balanced|Finish using Espresso Machine|Serve the nordic espresso coffee 2338 immediately
2339,Indian Oolong Tea Tea 2339,Tea,Tea,Beginner,20,24,Blender,"oolong tea:243ml,hot water:193ml,honey:22g,ice:164g,cinnamon:6g",Prepare the glassware for the indian oolong tea tea 2339|Combine oolong tea with hot water and honey|Add ice and cinnamon and mix until balanced|Finish using Blender|Serve the indian oolong tea tea 2339 immediately
2340,Mediterranean Yogurt Smoothie 2340,Smoothie,Smoothie,Intermediate,7,17,Blender,"yogurt:72g,pineapple:189g,spinach:45g,chia seeds:12g,cocoa:13g",Prepare the glassware for the mediterranean yogurt smoothie 2340|Combine yogurt with pineapple and spinach|Add chia seeds and cocoa and mix until balanced|Finish using Blender|Serve the mediterranean yogurt smoothie 2340 immediately
2341,Tropical Tequila Cocktail 2341,Cocktail,Cocktail,Beginner,10,10,"Blender,Stove","tequila:33g,tonic water:61ml,lime juice:80ml,mint:14g,pineapple:199g","Prepare the glassware for the tropical tequila cocktail 2341|Combine tequila with tonic water and lime juice|Add mint and pineapple and mix until balanced|Finish using Blender, Stove|Serve the tropical tequila cocktail 2341 immediately"
2342,European Pineapple Juice Mocktail 2342,Mocktail,Mocktail,Beginner,6,10,Blender,"pineapple juice:202ml,rose syrup:268ml,lemon juice:138ml,basil:3g,mango:34g",Prepare the glassware for the european pineapple juice mocktail 2342|Combine pineapple juice with rose syrup and lemon juice|Add basil and mango and mix until balanced|Finish using Blender|Serve the european pineapple juice mocktail 2342 immediately
2343,Nordic Drip Coffee Coffee 2343,Coffee,Coffee,Intermediate,14,14,,"drip coffee:204ml,water:59ml,almond milk:282ml,cocoa:16g,ice:185g",Prepare the glassware for the nordic drip coffee coffee 2343|Combine drip coffee with water and almond milk|Add cocoa and ice and mix until balanced|Finish using a serving glass|Serve the nordic drip coffee coffee 2343 immediately
2344,British Black Tea Tea 2344,Tea,Tea,Intermediate,17,25,,"black tea:103ml,lemon juice:191ml,milk:106ml,ice:36g,rose petals:90g",Prepare the glassware for the british black tea tea 2344|Combine black tea with lemon juice and milk|Add ice and rose petals and mix until balanced|Finish using a serving glass|Serve the british black tea tea 2344 immediately
2345,African Almond Milk Smoothie 2345,Smoothie,Smoothie,Beginner,6,7,Blender,"almond milk:265ml,pineapple:191g,mango:46g,peanut butter:71g,mint:11g",Prepare the glassware for the african almond milk smoothie 2345|Combine almond milk with pineapple and mango|Add peanut butter and mint and mix until balanced|Finish using Blender|Serve the african almond milk smoothie 2345 immediately
2346,Latin Rum Cocktail 2346,Cocktail,Cocktail,Pro,10,20,Blender,"rum:59g,lime juice:206ml,ginger beer:17g,mint:20g,basil:16g",Prepare the glassware for the latin rum cocktail 2346|Combine rum with lime juice and ginger beer|Add mint and basil and mix until balanced|Finish using Blender|Serve the latin rum cocktail 2346 immediately
2347,Global Coconut Water Mocktail 2347,Mocktail,Mocktail,Intermediate,20,21,Stove,"coconut water:231ml,lime juice:137ml,ginger:16g,basil:19g,mango:120g",Prepare the glassware for the global coconut water mocktail 2347|Combine coconut water with lime juice and ginger|Add basil and mango and mix until balanced|Finish using Stove|Serve the global coconut water mocktail 2347 immediately
2348,Vietnamese Cold Brew Coffee Coffee 2348,Coffee,Coffee,Beginner,17,27,Blender,"cold brew coffee:280ml,oat milk:83ml,milk:290ml,cinnamon:11g,cardamom:3g",Prepare the glassware for the vietnamese cold brew coffee coffee 2348|Combine cold brew coffee with oat milk and milk|Add cinnamon and cardamom and mix until balanced|Finish using Blender|Serve the vietnamese cold brew coffee coffee 2348 immediately
2349,Moroccan Green Tea Tea 2349,Tea,Tea,Intermediate,12,21,,"green tea:148ml,milk:71ml,honey:70g,orange peel:59g,rose petals:51g",Prepare the glassware for the moroccan green tea tea 2349|Combine green tea with milk and honey|Add orange peel and rose petals and mix until balanced|Finish using a serving glass|Serve the moroccan green tea tea 2349 immediately
2350,Asian Yogurt Smoothie 2350,Smoothie,Smoothie,Intermediate,6,14,Blender,"yogurt:57g,banana:173g,pineapple:86g,ginger:8g,mint:6g",Prepare the glassware for the asian yogurt smoothie 2350|Combine yogurt with banana and pineapple|Add ginger and mint and mix until balanced|Finish using Blender|Serve the asian yogurt smoothie 2350 immediately
2351,Asian Tequila Cocktail 2351,Cocktail,Cocktail,Intermediate,14,24,Blender,"tequila:40g,ginger beer:6g,lime juice:264ml,mint:10g,cucumber:74g",Prepare the glassware for the asian tequila cocktail 2351|Combine tequila with ginger beer and lime juice|Add mint and cucumber and mix until balanced|Finish using Blender|Serve the asian tequila cocktail 2351 immediately
2352,European Coconut Water Mocktail 2352,Mocktail,Mocktail,Intermediate,20,33,Blender,"coconut water:36ml,honey:18g,lime juice:280ml,pomegranate:57g,mango:169g",Prepare the glassware for the european coconut water mocktail 2352|Combine coconut water with honey and lime juice|Add pomegranate and mango and mix until balanced|Finish using Blender|Serve the european coconut water mocktail 2352 immediately
2353,Italian Instant Coffee Coffee 2353,Coffee,Coffee,Beginner,19,24,Blender,"instant coffee:163ml,oat milk:294ml,milk:140ml,ice:114g,cinnamon:13g",Prepare the glassware for the italian instant coffee coffee 2353|Combine instant coffee with oat milk and milk|Add ice and cinnamon and mix until balanced|Finish using Blender|Serve the italian instant coffee coffee 2353 immediately
2354,Japanese Herbal Tea Tea 2354,Tea,Tea,Beginner,11,12,Stove,"herbal tea:80ml,milk:297ml,lemon juice:189ml,orange peel:36g,ice:78g",Prepare the glassware for the japanese herbal tea tea 2354|Combine herbal tea with milk and lemon juice|Add orange peel and ice and mix until balanced|Finish using Stove|Serve the japanese herbal tea tea 2354 immediately
2355,Asian Milk Smoothie 2355,Smoothie,Smoothie,Intermediate,19,30,Blender,"milk:213ml,berries:85g,pineapple:106g,honey:80g,peanut butter:69g",Prepare the glassware for the asian milk smoothie 2355|Combine milk with berries and pineapple|Add honey and peanut butter and mix until balanced|Finish using Blender|Serve the asian milk smoothie 2355 immediately
2356,Latin Tequila Cocktail 2356,Cocktail,Cocktail,Beginner,8,23,"Blender,Stove","tequila:11g,ginger beer:14g,soda water:24ml,passion fruit:46g,cucumber:179g","Prepare the glassware for the latin tequila cocktail 2356|Combine tequila with ginger beer and soda water|Add passion fruit and cucumber and mix until balanced|Finish using Blender, Stove|Serve the latin tequila cocktail 2356 immediately"
2357,Caribbean Orange Juice Mocktail 2357,Mocktail,Mocktail,Beginner,8,21,,"orange juice:93ml,honey:61g,ginger:8g,strawberry:78g,mango:180g",Prepare the glassware for the caribbean orange juice mocktail 2357|Combine orange juice with honey and ginger|Add strawberry and mango and mix until balanced|Finish using a serving glass|Serve the caribbean orange juice mocktail 2357 immediately
2358,Latin Cold Brew Coffee Coffee 2358,Coffee,Coffee,Beginner,6,21,Espresso Machine,"cold brew coffee:148ml,condensed milk:237ml,oat milk:238ml,vanilla syrup:298ml,ice:100g",Prepare the glassware for the latin cold brew coffee coffee 2358|Combine cold brew coffee with condensed milk and oat milk|Add vanilla syrup and ice and mix until balanced|Finish using Espresso Machine|Serve the latin cold brew coffee coffee 2358 immediately
2359,Chinese Matcha Powder Tea 2359,Tea,Tea,Intermediate,17,19,,"matcha powder:6g,hot water:121ml,lemon juice:189ml,cinnamon:20g,rose petals:68g",Prepare the glassware for the chinese matcha powder tea 2359|Combine matcha powder with hot water and lemon juice|Add cinnamon and rose petals and mix until balanced|Finish using a serving glass|Serve the chinese matcha powder tea 2359 immediately
2360,Asian Coconut Water Smoothie 2360,Smoothie,Smoothie,Beginner,16,21,Blender,"coconut water:223ml,spinach:20g,berries:140g,honey:13g,chia seeds:9g",Prepare the glassware for the asian coconut water smoothie 2360|Combine coconut water with spinach and berries|Add honey and chia seeds and mix until balanced|Finish using Blender|Serve the asian coconut water smoothie 2360 immediately
2361,Tropical Whiskey Cocktail 2361,Cocktail,Cocktail,Intermediate,20,21,"Blender,Stove","whiskey:32g,ginger beer:11g,lime juice:61ml,mint:8g,cucumber:216g","Prepare the glassware for the tropical whiskey cocktail 2361|Combine whiskey with ginger beer and lime juice|Add mint and cucumber and mix until balanced|Finish using Blender, Stove|Serve the tropical whiskey cocktail 2361 immediately"
2362,Middle Eastern Sparkling Water Mocktail 2362,Mocktail,Mocktail,Intermediate,8,19,Stove,"sparkling water:52ml,rose syrup:31ml,mint:13g,cucumber:158g,pomegranate:12g",Prepare the glassware for the middle eastern sparkling water mocktail 2362|Combine sparkling water with rose syrup and mint|Add cucumber and pomegranate and mix until balanced|Finish using Stove|Serve the middle eastern sparkling water mocktail 2362 immediately
2363,Italian Drip Coffee Coffee 2363,Coffee,Coffee,Beginner,17,30,Blender,"drip coffee:261ml,oat milk:81ml,condensed milk:175ml,vanilla syrup:116ml,cinnamon:20g",Prepare the glassware for the italian drip coffee coffee 2363|Combine drip coffee with oat milk and condensed milk|Add vanilla syrup and cinnamon and mix until balanced|Finish using Blender|Serve the italian drip coffee coffee 2363 immediately
2364,Indian Green Tea Tea 2364,Tea,Tea,Intermediate,18,20,,"green tea:266ml,milk:300ml,hot water:182ml,orange peel:85g,ginger:5g",Prepare the glassware for the indian green tea tea 2364|Combine green tea with milk and hot water|Add orange peel and ginger and mix until balanced|Finish using a serving glass|Serve the indian green tea tea 2364 immediately
2365,Asian Milk Smoothie 2365,Smoothie,Smoothie,Intermediate,9,11,Blender,"milk:169ml,banana:219g,berries:80g,mint:2g,ginger:19g",Prepare the glassware for the asian milk smoothie 2365|Combine milk with banana and berries|Add mint and ginger and mix until balanced|Finish using Blender|Serve the asian milk smoothie 2365 immediately
2366,Nordic Gin Cocktail 2366,Cocktail,Cocktail,Intermediate,6,21,,"gin:76g,orange juice:225ml,lemon juice:252ml,basil:17g,berry syrup:129ml",Prepare the glassware for the nordic gin cocktail 2366|Combine gin with orange juice and lemon juice|Add basil and berry syrup and mix until balanced|Finish using a serving glass|Serve the nordic gin cocktail 2366 immediately
2367,Middle Eastern Apple Juice Mocktail 2367,Mocktail,Mocktail,Beginner,15,26,Blender,"apple juice:248ml,rose syrup:46ml,lemon juice:246ml,mango:118g,strawberry:15g",Prepare the glassware for the middle eastern apple juice mocktail 2367|Combine apple juice with rose syrup and lemon juice|Add mango and strawberry and mix until balanced|Finish using Blender|Serve the middle eastern apple juice mocktail 2367 immediately
2368,Vietnamese Espresso Coffee 2368,Coffee,Coffee,Beginner,18,33,Blender,"espresso:44ml,almond milk:60ml,oat milk:23ml,brown sugar:30g,vanilla syrup:130ml",Prepare the glassware for the vietnamese espresso coffee 2368|Combine espresso with almond milk and oat milk|Add brown sugar and vanilla syrup and mix until balanced|Finish using Blender|Serve the vietnamese espresso coffee 2368 immediately
2369,Japanese Green Tea Tea 2369,Tea,Tea,Beginner,5,20,,"green tea:165ml,honey:17g,mint:10g,rose petals:31g,orange peel:42g",Prepare the glassware for the japanese green tea tea 2369|Combine green tea with honey and mint|Add rose petals and orange peel and mix until balanced|Finish using a serving glass|Serve the japanese green tea tea 2369 immediately
2370,American Almond Milk Smoothie 2370,Smoothie,Smoothie,Beginner,5,10,Blender,"almond milk:165ml,spinach:77g,pineapple:171g,peanut butter:28g,ginger:9g",Prepare the glassware for the american almond milk smoothie 2370|Combine almond milk with spinach and pineapple|Add peanut butter and ginger and mix until balanced|Finish using Blender|Serve the american almond milk smoothie 2370 immediately
2371,Nordic Vodka Cocktail 2371,Cocktail,Cocktail,Pro,14,18,Blender,"vodka:37g,ginger beer:6g,lemon juice:250ml,pineapple:129g,cucumber:168g",Prepare the glassware for the nordic vodka cocktail 2371|Combine vodka with ginger beer and lemon juice|Add pineapple and cucumber and mix until balanced|Finish using Blender|Serve the nordic vodka cocktail 2371 immediately
2372,Global Pineapple Juice Mocktail 2372,Mocktail,Mocktail,Intermediate,19,33,Blender,"pineapple juice:201ml,honey:38g,rose syrup:134ml,basil:4g,watermelon:193ml",Prepare the glassware for the global pineapple juice mocktail 2372|Combine pineapple juice with honey and rose syrup|Add basil and watermelon and mix until balanced|Finish using Blender|Serve the global pineapple juice mocktail 2372 immediately
2373,Nordic Cold Brew Coffee Coffee 2373,Coffee,Coffee,Intermediate,6,15,Blender,"cold brew coffee:201ml,oat milk:164ml,milk:162ml,cinnamon:12g,cardamom:8g",Prepare the glassware for the nordic cold brew coffee coffee 2373|Combine cold brew coffee with oat milk and milk|Add cinnamon and cardamom and mix until balanced|Finish using Blender|Serve the nordic cold brew coffee coffee 2373 immediately
2374,British Oolong Tea Tea 2374,Tea,Tea,Beginner,19,23,Stove,"oolong tea:256ml,mint:4g,hot water:156ml,rose petals:48g,orange peel:37g",Prepare the glassware for the british oolong tea tea 2374|Combine oolong tea with mint and hot water|Add rose petals and orange peel and mix until balanced|Finish using Stove|Serve the british oolong tea tea 2374 immediately
2375,American Milk Smoothie 2375,Smoothie,Smoothie,Beginner,13,18,Blender,"milk:121ml,pineapple:196g,berries:74g,cocoa:17g,honey:21g",Prepare the glassware for the american milk smoothie 2375|Combine milk with pineapple and berries|Add cocoa and honey and mix until balanced|Finish using Blender|Serve the american milk smoothie 2375 immediately
2376,Asian Gin Cocktail 2376,Cocktail,Cocktail,Pro,19,34,Blender,"gin:51g,lime juice:172ml,soda water:128ml,pineapple:99g,cucumber:145g",Prepare the glassware for the asian gin cocktail 2376|Combine gin with lime juice and soda water|Add pineapple and cucumber and mix until balanced|Finish using Blender|Serve the asian gin cocktail 2376 immediately
2377,Caribbean Apple Juice Mocktail 2377,Mocktail,Mocktail,Intermediate,10,18,Stove,"apple juice:69ml,honey:34g,lime juice:75ml,pomegranate:65g,strawberry:6g",Prepare the glassware for the caribbean apple juice mocktail 2377|Combine apple juice with honey and lime juice|Add pomegranate and strawberry and mix until balanced|Finish using Stove|Serve the caribbean apple juice mocktail 2377 immediately
2378,Nordic Cold Brew Coffee Coffee 2378,Coffee,Coffee,Beginner,13,20,Blender,"cold brew coffee:139ml,almond milk:291ml,milk:286ml,cinnamon:7g,cocoa:20g",Prepare the glassware for the nordic cold brew coffee coffee 2378|Combine cold brew coffee with almond milk and milk|Add cinnamon and cocoa and mix until balanced|Finish using Blender|Serve the nordic cold brew coffee coffee 2378 immediately
2379,Moroccan Green Tea Tea 2379,Tea,Tea,Beginner,17,31,Blender,"green tea:257ml,honey:11g,mint:16g,cardamom:9g,ice:97g",Prepare the glassware for the moroccan green tea tea 2379|Combine green tea with honey and mint|Add cardamom and ice and mix until balanced|Finish using Blender|Serve the moroccan green tea tea 2379 immediately
2380,Asian Milk Smoothie 2380,Smoothie,Smoothie,Beginner,12,14,Blender,"milk:48ml,pineapple:182g,berries:149g,cocoa:17g,honey:63g",Prepare the glassware for the asian milk smoothie 2380|Combine milk with pineapple and berries|Add cocoa and honey and mix until balanced|Finish using Blender|Serve the asian milk smoothie 2380 immediately
2381,Tropical Gin Cocktail 2381,Cocktail,Cocktail,Pro,12,16,Blender,"gin:17g,lemon juice:21ml,soda water:112ml,mint:4g,cucumber:113g",Prepare the glassware for the tropical gin cocktail 2381|Combine gin with lemon juice and soda water|Add mint and cucumber and mix until balanced|Finish using Blender|Serve the tropical gin cocktail 2381 immediately
2382,Middle Eastern Pineapple Juice Mocktail 2382,Mocktail,Mocktail,Beginner,6,12,Stove,"pineapple juice:92ml,honey:49g,rose syrup:194ml,basil:10g,cucumber:38g",Prepare the glassware for the middle eastern pineapple juice mocktail 2382|Combine pineapple juice with honey and rose syrup|Add basil and cucumber and mix until balanced|Finish using Stove|Serve the middle eastern pineapple juice mocktail 2382 immediately
2383,Nordic Instant Coffee Coffee 2383,Coffee,Coffee,Intermediate,14,14,Espresso Machine,"instant coffee:32ml,almond milk:173ml,oat milk:34ml,ice:85g,cocoa:16g",Prepare the glassware for the nordic instant coffee coffee 2383|Combine instant coffee with almond milk and oat milk|Add ice and cocoa and mix until balanced|Finish using Espresso Machine|Serve the nordic instant coffee coffee 2383 immediately
2384,Chinese Matcha Powder Tea 2384,Tea,Tea,Beginner,11,15,Blender,"matcha powder:20g,mint:3g,hot water:278ml,rose petals:81g,cinnamon:12g",Prepare the glassware for the chinese matcha powder tea 2384|Combine matcha powder with mint and hot water|Add rose petals and cinnamon and mix until balanced|Finish using Blender|Serve the chinese matcha powder tea 2384 immediately
2385,Asian Almond Milk Smoothie 2385,Smoothie,Smoothie,Beginner,13,16,Blender,"almond milk:268ml,mango:49g,spinach:35g,chia seeds:9g,peanut butter:81g",Prepare the glassware for the asian almond milk smoothie 2385|Combine almond milk with mango and spinach|Add chia seeds and peanut butter and mix until balanced|Finish using Blender|Serve the asian almond milk smoothie 2385 immediately
2386,Mediterranean Tequila Cocktail 2386,Cocktail,Cocktail,Intermediate,18,25,Blender,"tequila:26g,lemon juice:258ml,soda water:270ml,pineapple:77g,basil:4g",Prepare the glassware for the mediterranean tequila cocktail 2386|Combine tequila with lemon juice and soda water|Add pineapple and basil and mix until balanced|Finish using Blender|Serve the mediterranean tequila cocktail 2386 immediately
2387,Global Coconut Water Mocktail 2387,Mocktail,Mocktail,Beginner,6,6,Blender,"coconut water:202ml,honey:18g,ginger:12g,mango:178g,basil:19g",Prepare the glassware for the global coconut water mocktail 2387|Combine coconut water with honey and ginger|Add mango and basil and mix until balanced|Finish using Blender|Serve the global coconut water mocktail 2387 immediately
2388,Latin Espresso Coffee 2388,Coffee,Coffee,Intermediate,20,28,,"espresso:188ml,oat milk:231ml,water:49ml,brown sugar:45g,cocoa:18g",Prepare the glassware for the latin espresso coffee 2388|Combine espresso with oat milk and water|Add brown sugar and cocoa and mix until balanced|Finish using a serving glass|Serve the latin espresso coffee 2388 immediately
2389,Moroccan Herbal Tea Tea 2389,Tea,Tea,Beginner,16,22,,"herbal tea:165ml,milk:241ml,hot water:65ml,ice:61g,cardamom:11g",Prepare the glassware for the moroccan herbal tea tea 2389|Combine herbal tea with milk and hot water|Add ice and cardamom and mix until balanced|Finish using a serving glass|Serve the moroccan herbal tea tea 2389 immediately
2390,African Coconut Water Smoothie 2390,Smoothie,Smoothie,Beginner,5,15,Blender,"coconut water:166ml,mango:72g,oats:85g,chia seeds:5g,ginger:16g",Prepare the glassware for the african coconut water smoothie 2390|Combine coconut water with mango and oats|Add chia seeds and ginger and mix until balanced|Finish using Blender|Serve the african coconut water smoothie 2390 immediately
2391,Tropical Gin Cocktail 2391,Cocktail,Cocktail,Intermediate,7,18,"Blender,Stove","gin:73g,orange juice:299ml,lime juice:74ml,passion fruit:56g,berry syrup:263ml","Prepare the glassware for the tropical gin cocktail 2391|Combine gin with orange juice and lime juice|Add passion fruit and berry syrup and mix until balanced|Finish using Blender, Stove|Serve the tropical gin cocktail 2391 immediately"
2392,Indian Pineapple Juice Mocktail 2392,Mocktail,Mocktail,Beginner,16,30,Blender,"pineapple juice:34ml,lemon juice:263ml,mint:12g,mango:95g,cucumber:33g",Prepare the glassware for the indian pineapple juice mocktail 2392|Combine pineapple juice with lemon juice and mint|Add mango and cucumber and mix until balanced|Finish using Blender|Serve the indian pineapple juice mocktail 2392 immediately
2393,Global Espresso Coffee 2393,Coffee,Coffee,Beginner,17,26,Blender,"espresso:180ml,oat milk:178ml,milk:102ml,cinnamon:14g,cocoa:3g",Prepare the glassware for the global espresso coffee 2393|Combine espresso with oat milk and milk|Add cinnamon and cocoa and mix until balanced|Finish using Blender|Serve the global espresso coffee 2393 immediately
2394,Moroccan Oolong Tea Tea 2394,Tea,Tea,Beginner,7,22,Stove,"oolong tea:64ml,hot water:128ml,lemon juice:299ml,ice:36g,cinnamon:5g",Prepare the glassware for the moroccan oolong tea tea 2394|Combine oolong tea with hot water and lemon juice|Add ice and cinnamon and mix until balanced|Finish using Stove|Serve the moroccan oolong tea tea 2394 immediately
